category,title,price,image_link,product_link
tabs,POCO Pad 5G 8 GB RAM 128 GB ROM 12.1 inch with Wi-Fi+5G Tablet (Pistachio Green),"₹15,615",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/u/h/j/-original-imah3zwvybhh7wrr.jpeg?q=70,https://www.flipkart.com/poco-pad-5g-8-gb-ram-128-rom-12-1-inch-wi-fi-5g-tablet-pistachio-green/p/itm08b56574bfddc?pid=TABH3QBCSJ3Y6XHY&lid=LSTTABH3QBCSJ3Y6XHY1Z2PVF&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_59&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABH3QBCSJ3Y6XHY.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
laptops,MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,"₹47,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/m/w/-original-imahcd9a7mfj2bhu.jpeg?q=70,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-c12mo-444in-c12mo-1248in-thin-light-laptop/p/itmef8f5c6fd8e76?pid=COMGPXFYFJPWCQDY&lid=LSTCOMGPXFYFJPWCQDYEHRQJO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=77c67f0f-3c54-4147-96e1-531ea320d78f.COMGPXFYFJPWCQDY.SEARCH&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
mobiles,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)","₹16,650",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/i/-original-imahgqnzuy2fzusz.jpeg?q=70,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-zephyr-256-gb/p/itmc9dbbd784b6bc?pid=MOBH9ARFURQ8U2ZF&lid=LSTMOBH9ARFURQ8U2ZF2HUBRS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_54&otracker=search&fm=organic&iid=733f1fd7-32c1-4ca5-807d-5d7bbd6122ee.MOBH9ARFURQ8U2ZF.SEARCH&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
tabs,Samsung Galaxy Tab A9+ 4 GB RAM 64 GB ROM 11.0 inch with Wi-Fi Only Tablet (GRAPHITE),"₹13,005",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/v/4/h/-original-imagu5gbhgbjqvh6.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-tab-a9-4-gb-ram-64-rom-11-0-inch-wi-fi-only-tablet-graphite/p/itm29a61f8cbaa86?pid=TABGTF4GMVHXVG84&lid=LSTTABGTF4GMVHXVG8476D2IN&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_60&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABGTF4GMVHXVG84.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
laptops,Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/i/h/-original-imahcd9998zgefk5.jpeg?q=70,https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=en_XKTWxeeBbBFbbEqMFkIOjFRr1MY6acfsSgtv4qewA7ZzGGZX0Uy-G3kirEeOFTG0HglS21Fpxl3SoaChod2X-E4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
mobiles,"Ai+ Pulse (Pink, 64 GB)","₹3,900",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/y/5/-original-imahgzhpxcp8527s.jpeg?q=70,https://www.flipkart.com/ai-pulse-pink-64-gb/p/itmc6edfabb3b52a?pid=MOBHDDQXT3ZHF4QX&lid=LSTMOBHDDQXT3ZHF4QXS2LMG0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_55&otracker=search&fm=organic&iid=733f1fd7-32c1-4ca5-807d-5d7bbd6122ee.MOBHDDQXT3ZHF4QX.SEARCH&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
tabs,MOTOROLA Pad 60 Pro 12 GB RAM 256 GB ROM 12.7 inch with Wi-Fi Only Gaming Tablet (PANTONE Bronze Green...,"₹19,080",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/o/x/w/zag20000in-motorola-original-imahb8mhhnfgf9zy.jpeg?q=70,https://www.flipkart.com/motorola-pad-60-pro-12-gb-ram-256-rom-12-7-inch-wi-fi-only-gaming-tablet-pantone-bronze-green/p/itm1e6ae470b6250?pid=TABHBFQAZAKNQHFH&lid=LSTTABHBFQAZAKNQHFHWAMA3O&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_61&otracker=search&fm=organic&iid=en_VSAu5_mRSp2SxL2Pvei0sWjAOmvc0j5DDvyBb7d49nhXMnglo3IvRHLm4Wr-nrTeScj55Is1zmZkkcSNUTDfCA%3D%3D&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
laptops,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...","₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/8/6/-original-imahgfdfs7spfjwe.jpeg?q=70,https://www.flipkart.com/asus-vivobook-16x-2025-creator-office-2024-m365-basic-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-k3605vc-rp413ws-gaming-laptop/p/itmec40249e8fe47?pid=COMH9499MNGSKSBV&lid=LSTCOMH9499MNGSKSBVOF6KTA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_XKTWxeeBbBFbbEqMFkIOjFRr1MY6acfsSgtv4qewA7YOGxheSpEt2nTNs7C1VeFR9gjXXwQzBn8YXW7x_xl3YfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
mobiles,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)","₹16,650",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/x/-original-imahgqnzzgfbyevh.jpeg?q=70,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-slipstream-256-gb/p/itm8553dc1ee56ee?pid=MOBH9ARFZHXSRYMA&lid=LSTMOBH9ARFZHXSRYMAFEL0WA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_56&otracker=search&fm=organic&iid=733f1fd7-32c1-4ca5-807d-5d7bbd6122ee.MOBH9ARFZHXSRYMA.SEARCH&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
tabs,OPPO Pad SE 6 GB RAM 128 GB ROM 10.95 inch with Wi-Fi+4G Gaming Tablet (Twilight Blue),"₹12,510",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/5/f/o/-original-imahfuryhtxmm56f.jpeg?q=70,https://www.flipkart.com/oppo-pad-se-6-gb-ram-128-rom-10-95-inch-wi-fi-4g-gaming-tablet-twilight-blue/p/itmf9713681d70ce?pid=TABHDMU9N7DYF4QG&lid=LSTTABHDMU9N7DYF4QGBFU2UK&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_62&otracker=search&fm=organic&iid=en_VSAu5_mRSp2SxL2Pvei0sWjAOmvc0j5DDvyBb7d49nj7_p8ZcLO9Pwd_hLgoxB61CKfxYiPBx3BPq3XELdFea_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
laptops,DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RINB1O Thin and ...,"₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/w/m/-original-imahgx8whcxfcyhr.jpeg?q=70,https://www.flipkart.com/dell-15-intel-core-i3-13th-gen-1305u-16-gb-512-gb-ssd-windows-11-home-ovn353025001rinb1o-thin-light-laptop/p/itmd568ce8657ea2?pid=COMHD99WDJZZMWVN&lid=LSTCOMHD99WDJZZMWVNA8FIUB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=77c67f0f-3c54-4147-96e1-531ea320d78f.COMHD99WDJZZMWVN.SEARCH&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
mobiles,"Google Pixel 9A (Iris, 256 GB)","₹33,300",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/3/2/-original-imahadxgjufkypv5.jpeg?q=70,https://www.flipkart.com/google-pixel-9a-iris-256-gb/p/itmb2ce6b5391689?pid=MOBH9YMEHJC9NHHY&lid=LSTMOBH9YMEHJC9NHHYJIL7SI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_57&otracker=search&fm=organic&iid=en_YNWcdpk-9kPBtVgihLgYr5qVnry8lnzdtMpjVssCrn36tG9tPE-d1ykncND_tDK_ClnOBHe7-boftaxf-COFuQ%3D%3D&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
tabs,Samsung Galaxy Tab A9+ 4 GB RAM 64 GB ROM 11.0 inch with Wi-Fi Only Tablet (Silver),"₹22,999",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/6/e/k/-original-imagu5gbdhjgppt5.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-tab-a9-4-gb-ram-64-rom-11-0-inch-wi-fi-only-tablet-silver/p/itm82a376efdd2d2?pid=TABGTF4GXH4BZBNK&lid=LSTTABGTF4GXH4BZBNKJK3EBP&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_63&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABGTF4GXH4BZBNK.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
mobiles,"Google Pixel 10 (Frost, 256 GB)","₹52,300",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/e/2/-original-imahfjsfgu7vjkvw.jpeg?q=70,https://www.flipkart.com/google-pixel-10-frost-256-gb/p/itm180af25bcc197?pid=MOBHEXHRXDGMF8XZ&lid=LSTMOBHEXHRXDGMF8XZLWA2ZF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_58&otracker=search&fm=organic&iid=en_YNWcdpk-9kPBtVgihLgYr5qVnry8lnzdtMpjVssCrn2n3Rpc4Y1VukkGPd83NmL7CIpnQzP653CIHvt02wZ9cvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
laptops,Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹44,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/k/d/-original-imahb2kbf2zdan3z.jpeg?q=70,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38FSHVTIX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=77c67f0f-3c54-4147-96e1-531ea320d78f.COMH2TPSM9V7V38F.SEARCH&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
tabs,OnePlus Pad 3 12 GB RAM 256 GB ROM 13.2 inch with Wi-Fi Only Tablet (Storm Blue),"₹49,999",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/o/i/c/-original-imahfmzqfrnhy3hx.jpeg?q=70,https://www.flipkart.com/oneplus-pad-3-12-gb-ram-256-rom-13-2-inch-wi-fi-only-tablet-storm-blue/p/itm9e2e6c8505073?pid=TABHF85TP3FDVYUB&lid=LSTTABHF85TP3FDVYUBRKLYRV&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_64&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABHF85TP3FDVYUB.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
mobiles,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹7,850",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/p/z/narzo-80-lite-5g-rmx3933-realme-original-imahdeywgastnqkr.jpeg?q=70,https://www.flipkart.com/realme-narzo-80-lite-5g-crystal-purple-128-gb/p/itm47ab7fdec3924?pid=MOBHDEYWSGWXMGDK&lid=LSTMOBHDEYWSGWXMGDKQJEJVT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_59&otracker=search&fm=organic&iid=733f1fd7-32c1-4ca5-807d-5d7bbd6122ee.MOBHDEYWSGWXMGDK.SEARCH&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
laptops,DELL Vostro Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light La...,"₹46,226",https://rukminim2.flixcart.com/image/312/312/l44hyfk0/computer/1/f/b/-original-imagf35erduuk5gh.jpeg?q=70,https://www.flipkart.com/dell-vostro-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itm1f833383d5465?pid=COMG55HHKFYVQMC5&lid=LSTCOMG55HHKFYVQMC56E2SRT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=77c67f0f-3c54-4147-96e1-531ea320d78f.COMG55HHKFYVQMC5.SEARCH&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
tabs,Xiaomi Pad 7 8 GB RAM 128 GB ROM 11.17 inch with Wi-Fi Only Gaming Tablet (Graphite Grey),"₹18,045",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/d/z/z/-original-imahbrmem5tq7sph.jpeg?q=70,https://www.flipkart.com/xiaomi-pad-7-8-gb-ram-128-rom-11-17-inch-wi-fi-only-gaming-tablet-graphite-grey/p/itma114c3f9f01e8?pid=TABHBA3TZ7TZDFMH&lid=LSTTABHBA3TZ7TZDFMHWEUS7I&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_65&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABHBA3TZ7TZDFMH.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
mobiles,Nokia 105 Classic without Charger,"₹1,249",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/i/105-single-sim-keypad-mobile-phone-with-wireless-fm-radio-nokia-original-imah2xgc9z6cwcqv.jpeg?q=70,https://www.flipkart.com/nokia-105-classic-without-charger/p/itm1f9b32d78f93f?pid=MOBGWZUWPTFTQZAH&lid=LSTMOBGWZUWPTFTQZAHSIXCDR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_60&otracker=search&fm=organic&iid=733f1fd7-32c1-4ca5-807d-5d7bbd6122ee.MOBGWZUWPTFTQZAH.SEARCH&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
laptops,HP 15 (Core i3) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225T...,"₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/g/v/-original-imahgfdfwdad8d6c.jpeg?q=70,https://www.flipkart.com/hp-15-core-i3-intel-core-3-14th-gen-100u-8-gb-512-gb-ssd-windows-11-home-15-fd1253tu-15-fd1225tu-thin-light-laptop/p/itm09491ad4135b2?pid=COMHBFRJDZSGPFKZ&lid=LSTCOMHBFRJDZSGPFKZVNWQJP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=77c67f0f-3c54-4147-96e1-531ea320d78f.COMHBFRJDZSGPFKZ.SEARCH&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
tabs,OnePlus Pad Go 8 GB RAM 128 GB ROM 11.35 inch with 4G Tablet (Twin Mint),"₹15,615",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/p/i/1/-original-imahg8gynuwdhqc2.jpeg?q=70,https://www.flipkart.com/oneplus-pad-go-8-gb-ram-128-rom-11-35-inch-4g-tablet-twin-mint/p/itmc6301daa35b04?pid=TABGTHGMHFXPZGNU&lid=LSTTABGTHGMHFXPZGNUTOOFKX&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_66&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABGTHGMHFXPZGNU.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
mobiles,"Google Pixel 10 (Obsidian, 256 GB)","₹52,300",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/o/b/-original-imahfjsftzhymazf.jpeg?q=70,https://www.flipkart.com/google-pixel-10-obsidian-256-gb/p/itm06bd3add90074?pid=MOBHEXHRCFEKF6DH&lid=LSTMOBHEXHRCFEKF6DHTZJWDY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_61&otracker=search&fm=organic&iid=en_YNWcdpk-9kPBtVgihLgYr5qVnry8lnzdtMpjVssCrn3Lg5xjjdp879fYI8vBgLAbPajE-2QG9KbetWwJIIPQgvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
laptops,Infinix B15 Series AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) BL51A5 Thin and Li...,"₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/1/e/-original-imahesw8ggurgyru.jpeg?q=70,https://www.flipkart.com/infinix-b15-series-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-bl51a5-thin-light-laptop/p/itm44fad3bb6bbe7?pid=COMHESUZH4NYW9NT&lid=LSTCOMHESUZH4NYW9NTMB5CBK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=en_XKTWxeeBbBFbbEqMFkIOjFRr1MY6acfsSgtv4qewA7aZbVHII0L1_LUCxD7lyv6zCbxRA3NhP_0BL3YaagE4svUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
tabs,OnePlus Pad 2 12 GB RAM 256 GB ROM 12.1 inch with Wi-Fi Only Tablet (Nimbus Gray),"₹26,640",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/d/h/h/-original-imah353wzp3mhwzc.jpeg?q=70,https://www.flipkart.com/oneplus-pad-2-12-gb-ram-256-rom-12-1-inch-wi-fi-only-tablet-nimbus-gray/p/itm322067307570d?pid=TABH2HGNKD3WTBXJ&lid=LSTTABH2HGNKD3WTBXJYEC3D9&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_67&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABH2HGNKD3WTBXJ.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
mobiles,"Google Pixel 10 (Lemongrass, 256 GB)","₹52,300",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/8/y/-original-imahfjsfdmpbbhhb.jpeg?q=70,https://www.flipkart.com/google-pixel-10-lemongrass-256-gb/p/itmb9d9694811d2e?pid=MOBHEXHRGZ3WMHNS&lid=LSTMOBHEXHRGZ3WMHNSYMLO3G&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_62&otracker=search&fm=organic&iid=en_YNWcdpk-9kPBtVgihLgYr5qVnry8lnzdtMpjVssCrn1gB5KJsATKJc7Zx64fLID76Du42Qu0CKRM_XVlVAw5EvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
laptops,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC((i5 14th gen) Intel Core 5 210...","₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/r/l/-original-imahfthuktzgmyba.jpeg?q=70,https://www.flipkart.com/asus-gaming-v16-2025-creator-office-2024-m365-basic-ai-pc-i5-14th-gen-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-v3607vu-rp550ws-laptop/p/itm098aec3c37243?pid=COMH89EB4YHB2R5U&lid=LSTCOMH89EB4YHB2R5UAEKWSN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=en_XKTWxeeBbBFbbEqMFkIOjFRr1MY6acfsSgtv4qewA7YCmdwaMuqp-ssan1AGHtzyCoSZYLS0Y_7AS0psdd7BS_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
tabs,POCO Pad 5G 8 GB RAM 128 GB ROM 12.1 inch with Wi-Fi+5G Tablet (Cobalt Blue),"₹15,615",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/u/h/j/-original-imah3zwvybhh7wrr.jpeg?q=70,https://www.flipkart.com/poco-pad-5g-8-gb-ram-128-rom-12-1-inch-wi-fi-5g-tablet-cobalt-blue/p/itm08b56574bfddc?pid=TABH3QBC2AGQXZ2G&lid=LSTTABH3QBC2AGQXZ2GYJ40AJ&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_68&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABH3QBC2AGQXZ2G.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
mobiles,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)","₹9,750",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/r/y/-original-imahfw4vez79uubg.jpeg?q=70,https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-sunset-peach-128-gb/p/itm62b2e62fbb43e?pid=MOBHDY9PVAHGDHWG&lid=LSTMOBHDY9PVAHGDHWGBSHGNL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_63&otracker=search&fm=organic&iid=733f1fd7-32c1-4ca5-807d-5d7bbd6122ee.MOBHDY9PVAHGDHWG.SEARCH&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
laptops,Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7X4HN/A,"₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/j/g/-original-imahfthtkkzyazkf.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7x4hn-a/p/itmdc5308fa78421?pid=COMH64PY76CJKBYU&lid=LSTCOMH64PY76CJKBYUOL7TOK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_FkPickId_6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=77c67f0f-3c54-4147-96e1-531ea320d78f.COMH64PY76CJKBYU.SEARCH&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
tabs,OPPO Pad SE 4 GB RAM 128 GB ROM 10.95 inch with Wi-Fi Only Gaming Tablet (Twilight Blue),"₹10,935",https://rukminim2.flixcart.com/image/312/312/xif0q/tablet/5/f/o/-original-imahfuryhtxmm56f.jpeg?q=70,https://www.flipkart.com/oppo-pad-se-4-gb-ram-128-rom-10-95-inch-wi-fi-only-gaming-tablet-twilight-blue/p/itm55066b1603fbe?pid=TABHDMU9VCZSYGGV&lid=LSTTABHDMU9VCZSYGGVPJAEB9&marketplace=FLIPKART&q=tabs&store=tyy%2Fhry&srno=s_3_69&otracker=search&fm=organic&iid=5e234034-b54f-44a8-8f94-26e23e7ef82f.TABHDMU9VCZSYGGV.SEARCH&ppt=None&ppn=None&ssid=5oafcffr8w0000001761824941430&qH=5db8dca30c2d7f0c
mobiles,"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 512 GB)","₹28,550",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/f/5/-original-imahgqnzngtkfyh5.jpeg?q=70,https://www.flipkart.com/motorola-edge-60-pro-pantone-dazzling-blue-512-gb/p/itmdc36ec357d827?pid=MOBHC7EWSW79FZHG&lid=LSTMOBHC7EWSW79FZHG7TRL2J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_64&otracker=search&fm=organic&iid=733f1fd7-32c1-4ca5-807d-5d7bbd6122ee.MOBHC7EWSW79FZHG.SEARCH&ppt=sp&ppn=sp&ssid=aylfuhslo00000001761824941564&qH=eb4af0bf07c16429
laptops,HP Intel Core i5 13th Gen 1334U - (12 GB/512 GB SSD/Windows 11 Home) 15-fd0575TU Thin and Light Laptop,"₹22,000",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/b/b/-original-imahgx8wueq7t5ua.jpeg?q=70,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-12-gb-512-gb-ssd-windows-11-home-15-fd0575tu-thin-light-laptop/p/itm9dd69f3a98da6?pid=COMHBFRJRKZQBFNG&lid=LSTCOMHBFRJRKZQBFNGMOKGKH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=77c67f0f-3c54-4147-96e1-531ea320d78f.COMHBFRJRKZQBFNG.SEARCH&ppt=None&ppn=None&ssid=u33i5jw6z40000001761824941511&qH=c06ea84a1e3dc3c6
