Video URL,Comment Number,Comment Text
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,29,Okkk 🫶🫶🫶🫶
https://www.youtube.com/watch?v=97jvvjnDleg&pp=ygUEUFVCRw%3D%3D,41,"Hey dostum neden bu kadar duygusuzsun, seni gerçekten seviyorum ️‍"
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,46,М416 master goo?
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,28,Live bro live please
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,47,"i call this, the unemployment lobby"
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,29,Lol nice hack
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,30,26 komment
https://www.youtube.com/watch?v=97jvvjnDleg&pp=ygUEUFVCRw%3D%3D,42,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,31,Killing machine
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,30,Are you ENGLISH
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,48,
https://www.youtube.com/watch?v=97jvvjnDleg&pp=ygUEUFVCRw%3D%3D,43,
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,49,You play feer fire
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,31,Pen me plsssss
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,50,Do you play metro
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,32,https://youtu.be/kaOh2u_93i4 https://youtu.be/kaOh2u_93i4
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,32,1st cmnt
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,51,y
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,33,Id bro
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,52,Face rivel
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,33,2 mil subs and still No Face reveal ️
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,34,"Out of a hundred games, one is good and they upload it. Don't think that these are very players. These are not cheap dicks either."
https://www.youtube.com/watch?v=FS0FssGNFss&pp=ygUEUFVCRw%3D%3D,35,Love from India
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,34,Bro I'm your super big fans  which version you play please reply me fast if possible ️️️️️️
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,53,bhai YouTube Faith 1vs1 🫶🫶
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,35,how they run like that with theyre head up inthe sky?
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,54,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,36,Keep supporting
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,55,Y lagging
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,56,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,37,PUBG
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,38,"Hey brother, what do you eat that you kill so quickly?"
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,39,King of Sniper forever 🫶
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,57,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,40,First comment
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,41,Bhai apka Play battan aa gaya hai please bata do
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,58,"RICH BROTHER, I  WANT YOU TO PLAY WITH ALL GLACIER STUFS IN THE VERY NEXT VIDEO. LOVE FROM PAKISTAN."
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,42,कोण कोण चाहता है रिच भाई live आये
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,59,First comment
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,60,RICH vs FATIH 1vs 1 pls
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,43,Bhai ne lodar laga rakha hai
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,61,Bro free fire is best then pubg
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,44,Bro where are you fom
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,62,"PUBG lost its identity a long time ago they’ve collaborated with too many other companies that have absolutely nothing to do with a battle royal game like PUBG at this point, it’s safe to say the developers only care about how much money they can get out of players not quality gameplay and it’s definitely not fixing anything wrong with the game"
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,63,wtf are you doing
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,45,Neden Karim seni aradığında beni sevmediğini söylüyorsun?
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,64,1:04 live stream please 1sv1 inustrim 1:04
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,46,respect bro🫡
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,65,Aim artist of on ??
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,47,1st
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,66,600k
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,48,شكرا لكم عل 24 مشترك
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,67,Pin comment
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,68,1vs1 with star captain
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,49,Support guys
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,50,You meet me
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,69,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,51,Bro can I get reply from you
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,70,Pabg  Dad is ff
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,52,Love from Pakistan
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,71,Bro come 1 vs 1
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,72,16:57 LOL 16:57
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,53,Thanks for your love and support guysLove You all.
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,54,1st comment please  and tell me where u from
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,55,Pubg chode 10 saal ho gye but aaj bhi video samne aa jaye nazarandaz nhi ho pati this is emotion
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,56,Please support
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,57,المرجو من كل اللي هنا يدعمنا و شكرا لأي واحد يجي عدنا  و حط لينا لايك و متابعة شكرا جزيلا
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,58,How old are you
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,73,"Rich bhai m free fire khelta hu lakin ap ke video achi lagte h .
Phela m PUBG khelta ta     lakin phone phut gaya 
But ap ke video achi lagte h ️‍️‍"
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,59,Kya RICH Pubg aur TROTZ Pubg dono ek hi youtuber hai
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,74,"اتحدى أي شخص يظن نفسه لاعب محترف...
ببجي..  معّرف العمل : 16561722 
المتاهة المستحيلة 
ليست لأصحاب الذاكرة الضعيفة
هييي أنت يا صاحب ذاكرة السمك
 لا تدخل!!"
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,60,Why you don't use AMR
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,75,Abi ben maçta sona kalan senin ıd ını bulamadım sem eklermisin ID 52363174002
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,76,Ultimate royal ka gameplay
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,61,Where dayless ?!!
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,62,BOT LOBBY
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,77,
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,78,First comment Pin    Please
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,63,Dum hai to free fire khelo
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,79,Ultimate royal ka gameplay
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,64,From now on we start unsubscribe and unfollow youtuber who dont show their rank at end of the games
https://www.youtube.com/watch?v=3HmL91l_PHw&pp=ygUEUFVCRw%3D%3D,80,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,65,Unranked  video
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,66,Noob lobby
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,67,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,68,
https://www.youtube.com/watch?v=RbKMzpW-zhQ&pp=ygUEUFVCRw%3D%3D,69,
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,1,Dayless I Love you day video dayless
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,2,Leva for mp mp ke dil me Modi
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,3,nice gameplay
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,4,7:08 how in a million second did you know he was there?? 7:08
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,5,Asslam alaikum jab 50k  subscriber thy tumary tab sy video dakh raha hu
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,6,Go bro
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,7,Hi
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,8,This wave of operation is powerful
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,9,King of hacker
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,10,God Morning ou algérien
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,11,Im really enjoying
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,12,No offense but these guys use a particular hack which help them to see enemy from the walls too and we can't see in their screen.
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,13,Me Bhagvan se yahi kamna Karti hu Jo naya youtuber he unka channel Jaldi se monetize ho Jaye Jai shiv Jo
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,14,Good Game Dayless
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,15,Hi  Bhai aapki video me copy kar sakta hu Ha /na  ..?
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,16,Thanks for 912
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,17,Thanks for 300Subscribers
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,18,Thanks for 120 subscribers
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,19,1000 like 0:39 0:39
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,20,لا اله ال الله محمد رسول الله علي ولي الله
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,21,ليك ومتابع
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,22,Very nice deli gaming.
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,23,
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,24,
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,25,Hi
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,26,
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,27,What a moving
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,28,super
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,29,
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,30,Thanks for 1432 subscriber please complete 1435 subscribers
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,31,Heera bete
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,32,If I was you I would run off the grenade that the enemy through
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,33,Good one
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,34,Chào bạn حاول الحصول على المركز الأول
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,35,Zakasss.
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,36,Bro you no hindi
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,37,
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,38,Where 52 kill fake you kill only 39  sorry unsubscribe
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,39,Laib
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,40,
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,41,️
https://www.youtube.com/watch?v=kD3HMU_hZnM&pp=ygUEUFVCRw%3D%3D,42,
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,1,ابصم لك ولا انت لعيب يا اسطى
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,2,Real enemies  friend
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,3,Thanks you bro for that .I watch yours videos from Uzbekistan.Good luck and reach 1 million subscribers
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,4,Отенга рахмат узбегим
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,5,02:35  02:35
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,6,Go Omg bro Uzbekistan 🇺🇿
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,7,Enemy troll
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,8,Uzbek sila bro
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,9,Sb friend ke sath pehle se fix hai
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,10,My from uzbekistan go bro
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,11,zor
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,12,Go bro️
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,13,Aylavyu🇺🇿bro tenkyu go bro🇺🇿 Uzb
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,14,Shafka jigarm aduwi uzbelaga padewka ucchun
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,15,️️️️️
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,16,OʻZBEK sila
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,1,"7:24, You game play is very good bro, you reflex is too good bro , you should play bgmi bro I want to meet broooooo 7:24"
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,17,OYA
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,2,"The Thumbnail
The Game"
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,18,
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,3,Years of PUBG gaming experience made you beast at.  I can't understand and am very surprising your way to trace the enemy. How can you find the exact location of enemy by it's foot steps???
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,19,Uyishtirilganu
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,20,دم.   رؤ-
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,4,"MOYE MOYE
Audience-where is 104 killes
Faith- where is 104 enemies
MOYE MOYE"
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,21,Go bro
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,5,"Audience-where is 104 killes
Faith- where is 104 enemies"
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,22,
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,6,‏‪1:04‬‏ 1:04
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,23,Ozbeklar uchun padeshkadamiz
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,24,Men bilan aka LIGERking¹ please
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,7,GG panutan semangat ngonten nya ️
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,25,Qani brad Gol
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,8,Bro you are pro player we love you
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,9,I love your all video
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,26,Real enimes  friends️
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,10,Fatih gaming app ka game play bhoot acha he
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,11,He is not FAITH he is FATIH
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,27,Go gi
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,12,GOD
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,28,Yetmabdi uyushtirilgani bilinib qobdiku jigar chicholmagan koʻtni qiynabsiza gap yoq
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,29,Young Alpha agree to my ruiquist plea brother
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,13,BRO  VOTE FOR VOICE REVeal
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,30,THANKS BRO🇺🇿️
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,31,Chichivoribsan
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,14,Pin plz . M 1st one  ️
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,32,Dusre team ke bande TDM mein kuchh or hai jitne ke bad Koi aur Hai
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,15,i Love your Gameplay with Lemon
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,16,We need a gameplay of ultimate royal bro
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,33,Uzbek sila pro
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,17,Bro I literally loved the video..️
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,34,Your old subscriber. Waiting for your response. Love from Bangladesh
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,1,Bro honestly where is yr friend Jagur pubg
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,18,Tips about hearing footstep
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,35,1 V4
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,19,knk your videos are so good
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,2,Happy Diwali all wivers
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,20,2:56 2:56
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,3,Op bro nice
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,21,Lucky  you
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,4,Op
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,22,Süpersin Abi!
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,5,Best next to CPT Beantown.  See you soon.  Great plat
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,36,️️️️️
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,23,Bro your insane
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,37,Fix
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,6,PRO
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,7,"After watching this video, i should start playing with that shield from the event. Most people dont even use it"
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,38,"Clowneries
This is not Real fight
My ennemies My friends️"
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,24,Bro is like I will kill every enemy right now
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,39,friends
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,25,14:48 Yall just jump on nade 14:48
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,8,ÂWM SHÔT
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,9,Insane skill! GG
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,26,класс вообще Бро ты молодец просто круто играешь и она на 1.000 процентов
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,10,Love uuuu broh
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,40,O'zbek sila
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,41,Im from Uzbekistan
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,27,2:55 low battery 🪫 2:55
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,11,The best player in the world
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,28,Thank you I’m fine
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,42,uzbeksila bro 🇺🇿🇺🇿🇺🇿
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,12,neden bu kadar duygusuzsun️‍
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,43,هاتفي سيدعم ١٠ فريمات
https://www.youtube.com/watch?v=Q65vm1wG6eo&pp=ygUEUFVCRw%3D%3D,29,"2:57
The perfect WTF moment 2:57"
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,13,Thanks for 350 Subscriber's
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,44,all friend
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,14,Big fan from Afghanistan
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,45,Song name
https://www.youtube.com/watch?v=WQPwquivJ98&pp=ygUEUFVCRw%3D%3D,15,Rich bro teammate is important
https://www.youtube.com/watch?v=5A8-F8aLAhI&pp=ygUEUFVCRw%3D%3D,46,Hacker
